lr_val,loss_val,accuracy_val,precision_val,recall_val
3.448083271625005e-05,4.601837236856677,0.03984450923226433,0.022309672229182054,0.037813393797437665
7.617587656369998e-05,2.96677051622843,0.26822157434402333,0.2722345691583055,0.26478204922126813
0.000140053640250253,2.3626150826817933,0.3845157110463233,0.4440830529674032,0.37944109383959873
0.0002184057636906329,2.0930718908604886,0.4428247489471979,0.5225520668045949,0.4366451800675191
0.0003017772136139804,2.0815602897368755,0.4318108195659216,0.5522587618438677,0.43212432291344977
0.0003801072565232022,1.9331433908226563,0.4765144152899255,0.5748531444595477,0.47163270017028414
0.0004439435236847555,1.9128364766995931,0.47910592808551994,0.5511343324530577,0.4776197580135774
0.00048558266254867106,1.927649657750867,0.4765144152899255,0.547697141121319,0.4686200987912489
0.0004999999862464015,1.719683387844833,0.5195983155166829,0.5774673127078797,0.5136176483705343
0.0004971953446014798,1.791685822083778,0.5137674117265953,0.5691351654374663,0.5171412293711531
0.0004888687897745193,2.040090288698059,0.4946550048590865,0.5716795101463361,0.48937159977107697
0.00047520632324113665,1.8711185258688385,0.5121477162293488,0.5780101911518921,0.5079771493155061
0.00045651314192714134,1.7121755917047716,0.5396825396825397,0.5867753624639132,0.5412303230215388
0.0004332068206135357,1.702276963548562,0.5630061548428895,0.5967392716054006,0.5589901427599132
0.00040580798400592904,1.80326474327402,0.5536119209588597,0.5878595044678442,0.5559372486915902
0.0003749286768389207,1.8787385040951758,0.5484288953676709,0.6011157567306876,0.5488806015467306
0.00034125869180810266,1.8127412236842912,0.5749919015225138,0.6024875729927897,0.5732880329532716
0.00030555016074108784,2.0909281870753493,0.5756397797214123,0.6060367914060352,0.5780131945066993
0.000268600753215342,1.9814436122314216,0.579527048914804,0.6009809583361221,0.5821752016568855
0.0002312358579379325,2.1799453484643365,0.5756397797214123,0.6005297762206616,0.5716980362451564
0.00019429014492572578,2.0710874212156867,0.6028506640751539,0.6151339104387521,0.5979529831267362
0.00015858892035646146,2.1998614324736843,0.6099773242630385,0.6227657014663183,0.6066210707396692
0.00012492969059251942,2.491751194614725,0.6086815678652413,0.6262539765107478,0.607098828553416
9.406434720662288e-05,2.5311279911355875,0.6239067055393586,0.6302906313402892,0.6206498708469622
6.668237096656858e-05,2.519946899610696,0.6190476190476191,0.6289790126224385,0.6177309630691467
4.339542997420537e-05,2.6793082460914692,0.6206673145448656,0.6235189119454599,0.6190290547943623
2.472371601079119e-05,2.6377548618414965,0.6287657920310982,0.6326346692261159,0.6266141047979045
1.1084324312190024e-05,2.590321803215853,0.6316812439261419,0.6343598583502807,0.6290952372086959
2.781936350532377e-06,2.633531995655335,0.6329770003239391,0.6347722198895415,0.6312312422570726
2.013753598562528e-09,2.6320331158097257,0.6333009394233884,0.6353646472517761,0.6315486529328348
