lr_val,loss_val,accuracy_val,precision_val,recall_val
3.448083271625005e-05,4.704149059413635,0.02947845804988662,0.018725574233436185,0.02535745979392292
7.617587656369998e-05,3.197433990301545,0.22578555231616457,0.24979545557963273,0.21955407565655966
0.000140053640250253,2.3191249333706097,0.39261418853255586,0.44725747875974803,0.3877187189747453
0.0002184057636906329,2.1541681756678317,0.42857142857142855,0.5039996798225593,0.42390980579745113
0.0003017772136139804,1.9520088766039032,0.46128927761580824,0.5386332495446342,0.45488083405283264
0.0003801072565232022,1.9856798796309638,0.45966958211856174,0.5403659416637069,0.44975306732998643
0.0004439435236847555,1.9146871874012898,0.48104956268221577,0.5731414161996022,0.4779137632525436
0.00048558266254867106,1.7723770731503201,0.511175898931001,0.5811166784752296,0.5109554723310736
0.0004999999862464015,1.7189635683580773,0.5377389050858439,0.5786078377008359,0.5357251913743347
0.0004971953446014798,1.841990307434318,0.5374149659863946,0.5948668338406001,0.5328213794159901
0.0004888687897745193,1.6588765960378744,0.5494007126660188,0.6031272864498676,0.5502358563813132
0.00047520632324113665,1.7591862076336575,0.5451895043731778,0.6092169947258108,0.5367716645135788
0.00045651314192714134,1.717724484881175,0.5675413022351797,0.5986989734993557,0.5617561759967907
0.0004332068206135357,1.8012410303981035,0.5503725299643667,0.6127674680425353,0.5473723777581817
0.00040580798400592904,1.813399309964524,0.5668934240362812,0.5964718391693723,0.5650729439910035
0.0003749286768389207,1.863734381715047,0.5785552316164561,0.615553856070716,0.5733525637534477
0.00034125869180810266,1.9362299749531697,0.5785552316164561,0.6075983152669946,0.5772519953149178
0.00030555016074108784,1.9384706266147573,0.5876255264010366,0.6119975353988971,0.5873844494272454
0.000268600753215342,2.1220524403237806,0.6112730806608357,0.6227653301690889,0.6074401861946976
0.0002312358579379325,2.215810620907656,0.6122448979591837,0.6281113393813652,0.61084817677841
0.00019429014492572578,2.2775260197747613,0.6174279235503726,0.6248911993500726,0.6135781264101285
0.00015858892035646146,2.284442590684006,0.6235827664399093,0.6341278949364136,0.6187672388264528
0.00012492969059251942,2.4364099938844896,0.62325882734046,0.6264717088082781,0.619765238916772
9.406434720662288e-05,2.458522390459002,0.6235827664399093,0.62955759044395,0.6199947278890842
6.668237096656858e-05,2.420294205552524,0.6378360868156786,0.6387820082353447,0.6335670610653655
4.339542997420537e-05,2.497666778638191,0.6423712342079689,0.6420122847014109,0.6393049316146874
2.472371601079119e-05,2.540512580232522,0.6368642695173308,0.6400748772155976,0.6337551109494076
1.1084324312190024e-05,2.5628889307533345,0.638160025915128,0.6387321213234851,0.6343064485505799
2.781936350532377e-06,2.5659460363928805,0.6388079041140265,0.6390241316724087,0.6350250374091911
2.013753598562528e-09,2.567549946381874,0.6378360868156786,0.6384953268913314,0.6339392998645721
